,Grad,Rbr BM,Naziv BM,Lokacija BM,Adresa BM,Ukupno birača,Glasovalo ukupno,MOST,HDZ,SDP,BM
3063,VELIKA GORICA,49,NOVO ČIČE,OSNOVNA ŠKOLA,"NOVO ČIČE, TRG ANTUNA CVETKOVIĆA 27, VELIKA GORICA",1112,493,63,177,94,"49 NOVO ČIČE, VELIKA GORICA"
3064,ZAGREB-ISTOČNI DIO,31,NOVOSELEC,PROSTORIJE MJESNOG ODBORA,"NOVOSELEČKI PUT 181, ZAGREB-ISTOČNI DIO",1486,721,83,262,106,"31 NOVOSELEC, ZAGREBISTOČNI DIO"
3065,KRIŽ,15,NOVOSELEC I,VATROGASNI DOM,"NOVOSELEC, MOSLAVAČKA ULICA 115, KRIŽ",581,271,7,77,86,"15 NOVOSELEC I, KRIŽ"
3066,KRIŽ,16,NOVOSELEC II,OBJEKT DJEČJEG VRTIĆA U NOVOSELCU,"NOVOSELEC, ULICA HRVATSKE MLADEŽI 23 A, KRIŽ",567,218,21,63,57,"16 NOVOSELEC II, KRIŽ"
3067,BJELOVAR,36,NOVOSELJANI,DOM U NOVOSELJANIMA,"NOVOSELJANSKA 91, BJELOVAR",479,250,19,114,50,"36 NOVOSELJANI, BJELOVAR"
3068,NOVSKA,3,NOVSKA,GRADSKA GALERIJA PUČKOG OTVORENOG UČILIŠTA,"TRG DR. FRANJE TUĐMANA BR. 3, NOVSKA",716,311,8,164,47,"3 NOVSKA, NOVSKA"
3069,NOVSKA,1,NOVSKA,OSNOVNA ŠKOLA NOVSKA,"TRG DR. FRANJE TUĐMANA 1, NOVSKA",1038,472,34,195,98,"1 NOVSKA, NOVSKA"
3070,PROLOŽAC,4,NUGA,PROSTORIJA MJESNOG ODBORA NUGA MERGED HETERO,"NUGA, PROLOŽAC",322,181,8,124,2,NUGA MERGED HETERO
3071,NUŠTAR,1,NUŠTAR,DOM KULTURE,"KRIŽNOG PUTA 18, NUŠTAR",1056,570,35,243,61,"1 NUŠTAR, NUŠTAR"
3072,NUŠTAR,2,NUŠTAR,OŠ ZRINSKIH NUŠTAR,"ZRINSKOG 13, NUŠTAR",1065,556,27,226,77,"2 NUŠTAR, NUŠTAR"
3073,NUŠTAR,3,NUŠTAR,ZGRADA OPĆINE NUŠTAR,"TRG DR. FRANJE TUĐMANA 1, NUŠTAR",666,308,18,135,34,"3 NUŠTAR, NUŠTAR"
3074,KRIŽ,14,OBEDIŠĆE,DRUŠTVENI DOM,"OBEDIŠĆE, ZAGREBČKA ULICA 113, KRIŽ",495,164,13,48,40,"14 OBEDIŠĆE, KRIŽ"
3075,RUGVICA,8,OBEDIŠĆE JEŽEVSKO,DOM U OBEDIŠĆU JEŽEVSKOM,"OBEDIŠĆE JEŽEVSKO, RUGVICA",94,58,2,30,17,"8 OBEDIŠĆE JEŽEVSKO, RUGVICA"
3076,KAPTOL,3,OBITELJSKA KUĆA MATE JURIĆA,KOMAROVCI,"KOMAROVCI 15, KAPTOL",139,53,0,29,13,"3 OBITELJSKA KUĆA MATE JURIĆA, KAPTOL"
3077,KAPTOL,9,OBITELJSKA KUĆA ZDRAVKA LOVRIĆA,BEŠINCI,"BEŠINCI 17, KAPTOL",66,29,2,12,4,"9 OBITELJSKA KUĆA ZDRAVKA LOVRIĆA, KAPTOL"
3078,BISTRA,2,OBOROVO BISTRANSKO,DRUŠTVENI DOM U OBOROVU BISTRANSKOM,"OBOROVO BISTRANSKO, FRANJE GULIĆA 24, BISTRA",776,350,23,108,93,"2 OBOROVO BISTRANSKO, BISTRA"
3079,RUGVICA,13,OBOROVO DONJE,DOM U OBOROVU,"OBOROVO, RUGVICA",304,153,13,71,27,"13 OBOROVO DONJE, RUGVICA"
3080,RUGVICA,12,OBOROVO GORNJE,DOM  U RADIĆEVOJ ULICI,"OBOROVO, RUGVICA",206,85,6,41,19,"12 OBOROVO GORNJE, RUGVICA"
3081,ZDENCI,9,OBRADOVCI,MJESNI DOM,"OBRADOVCI 7, ZDENCI",40,17,0,8,2,"9 OBRADOVCI, ZDENCI"
3082,SVETI ĐURĐ,8,OBRANKOVEC,DRUŠTVENI DOM,"OBRANKOVEC 1B, SVETI ĐURĐ",105,40,0,11,14,"8 OBRANKOVEC, SVETI ĐURĐ"
3083,OBROVAC,1,OBROVAC,SREDNJA ŠKOLA U OBROVCU,"OBROVAC, OBROVAC",797,340,58,157,39,"1 OBROVAC, OBROVAC"
3084,BJELOVAR,37,OBROVNICA,DOM U OBROVNICI,"OBROVNICA 38, BJELOVAR",149,49,3,16,14,"37 OBROVNICA, BJELOVAR"
3085,KLOŠTAR PODRAVSKI,2,ODERJAN,ZGRADA DRUŠTVENOG DOMA ODERJAN,"KLOŠTAR PODRAVSKI, ODERJAN 40, KLOŠTAR PODRAVSKI",256,122,4,48,22,"2 ODERJAN, KLOŠTAR PODRAVSKI"
3086,SISAK,49,ODRA,DRUŠTVENI DOM MO ODRA,"ODRA SISAČKA 38, SISAK",645,311,21,137,61,"49 ODRA, SISAK"
3087,ZAGREB-JUŽNI DIOZAGREB-JUŽNI DIO,61,ODRA,OŠ ODRA MERGED HETERO,"ĐAČKA ULICA 5, ZAGREB-JUŽNI DIOĐAČKA ULICA 5, ZAGREB-JUŽNI DIO",1814,880,104,321,131,ODRA MERGED HETERO
3088,ZAGREB-JUŽNI DIO,134,ODRANSKI OBREŽ,PROSTORIJE MJESNOG ODBORA,"OBREŠKA CESTA 117, ZAGREB-JUŽNI DIO",1117,472,20,181,53,"134 ODRANSKI OBREŽ, ZAGREBJUŽNI DIO"
3089,ZAGREB-JUŽNI DIO,135,ODRANSKI STRMEC,PROSTORIJE MJESNOG ODBORA,"STRMEČKA CESTA 57, ZAGREB-JUŽNI DIO",518,220,17,95,33,"135 ODRANSKI STRMEC, ZAGREBJUŽNI DIO"
3090,VELIKA GORICA,50,OGULINEC,DRUŠTVENI DOM,"OGULINEC, OGULINEČKA BB, VELIKA GORICA",268,121,4,57,13,"50 OGULINEC, VELIKA GORICA"
3091,KRIŽ,12,OKEŠINEC,DRUŠTVENI DOM,"OKEŠINEC, ČESMANSKA ULICA130, KRIŽ",321,132,10,32,50,"12 OKEŠINEC, KRIŽ"
3092,VELIKA LUDINA,7,OKOLI,DRUŠTVENI DOM OKOLI,"OKOLI, CRKVENA ULICA 86, VELIKA LUDINA",219,80,6,26,17,"7 OKOLI, VELIKA LUDINA"
3093,SVETI JURAJ NA BREGU,6,OKRUGLI VRH,DRUŠTVENI DOM OKRUGLI VRH,"OKRUGLI VRH 62B, SVETI JURAJ NA BREGU",324,111,3,12,73,"6 OKRUGLI VRH, SVETI JURAJ NA BREGU"
3094,ŠPIŠIĆ BUKOVICA,8,OKRUGLJAČA,DRUŠTVENI DOM MERGED HETERO,"OKRUGLJAČA 44 A, ŠPIŠIĆ BUKOVICA",203,124,3,34,50,OKRUGLJAČA MERGED HETERO
3095,VELIKA GORICA,51,OKUJE,PROSTORIJE MJESNOG ODBORA,"OKUJE BB, VELIKA GORICA",388,227,19,113,28,"51 OKUJE, VELIKA GORICA"
3096,OKUČANIOKUČANI,3,OKUČANI,DJEČJI VRTIĆ U OKUČANIMADRUŠTVENI DOM OKUČANI MERGED HETERO,"GRIGORA VITEZA BB, OKUČANITRG DR.FRANJE TUĐMANA 1, OKUČANI",1304,498,18,283,79,OKUČANI MERGED HETERO
3097,ZADAR,37,OLIB,MJESNI ODBOR OLIB MERGED HETERO,"OLIB, ZADAR",195,79,2,46,17,OLIB MERGED HETERO
3098,BEDENICA,5,OMAMNO,VATROGASNI DOM,"OMAMNO BB, BEDENICA",144,48,6,20,3,"5 OMAMNO, BEDENICA"
3099,OMIŠALJOMIŠALJ,3,OMIŠALJ,KNJIŽNICA VID OMIŠLJANINVIJEĆNICA OPĆINE OMIŠALJ PRVI KAT LIJEVO MERGED HETERO,"OMIŠALJ, PRIKEŠTE 13, OMIŠALJOMIŠALJ, PRIKEŠTE 13, OMIŠALJ",1883,749,38,181,318,OMIŠALJ MERGED HETERO
3100,LOVREĆ,4,OPANCI,OŠ SS KRANJČEVIĆ,"OPANCI, LOVREĆ",293,203,12,148,0,"4 OPANCI, LOVREĆ"
3101,OPATIJA,14,OPATIJA,GRADSKA VIJEĆNICA,"M. TITA 3, OPATIJA",663,339,16,69,180,"14 OPATIJA, OPATIJA"
3102,OPATIJA,3,OPATIJA,PROSTORIJE MJESNOG ODBORA  OPATIJA  KOSOVO,"KOSIĆEVO 7, OPATIJA",821,433,22,110,192,"3 OPATIJA, OPATIJA"
3103,OPATIJA,1,OPATIJA,PROSTORIJE MJESNOG ODBORA OPATIJA  TOŠINA,"GIUSEPPE VERDI 23, OPATIJA",833,385,15,72,162,"1 OPATIJA, OPATIJA"
3104,OPATIJA,13,OPATIJA,PROSTORIJE MJESNOG ODBORA OPATIJACENTAR II,"VRUTKI 6, OPATIJA",837,340,20,71,144,"13 OPATIJA, OPATIJA"
3105,OPATIJA,11,OPATIJA,VILLA ANTONIO MEĐUNARODNI CENTAR ZA OBRAZOVANJE NOVINARA,"NAZOROVA  BR. 2, OPATIJA",911,444,29,75,197,"11 OPATIJA, OPATIJA"
3106,IVANIĆ-GRAD,2,OPATINEC,DRUŠTVENI DOM OPATINEC,"OPATINEC, IVANIĆ-GRAD",345,146,9,47,25,"2 OPATINEC, IVANIĆGRAD"
3107,CERNIK,1,OPATOVAC,DRUŠTVENI DOM OPATOVAC,"OPATOVAC, CERNIK",260,143,1,105,17,"1 OPATOVAC, CERNIK"
3108,LOVAS,2,OPATOVAC,PROSTORIJE MJESNOG ODBORA U OPATOVCU,"TRG HRVATSKIH BRANITELJA BR. 1, LOVAS",225,129,2,82,15,"2 OPATOVAC, LOVAS"
3109,ZAGREB-ISTOČNI DIO,32,OPOROVEC,PROSTORIJE MJESNOG ODBORA,"OPOROVEČKI VINOGRADI 20, ZAGREB-ISTOČNI DIO",1274,565,71,185,86,"32 OPOROVEC, ZAGREBISTOČNI DIO"
3110,ZAGREB-ISTOČNI DIO,33,OPOROVEC,PROSTORIJE MJESNOG ODBORA,"OPOROVEČKI VINOGRADI 20, ZAGREB-ISTOČNI DIO",1272,616,92,224,64,"33 OPOROVEC, ZAGREBISTOČNI DIO"
3111,PRELOG,6,OPOROVEC,DOM KULTURE,"OPOROVEC 160, PRELOG",351,180,6,64,78,"6 OPOROVEC, PRELOG"
3112,OPRISAVCI,2,OPRISAVCI,POSLOVNI PROSTOR MATE AKŠAMOVIĆOPRISAVCI  SAVSKA ULICA 97,"OPRISAVCI, SAVSKA ULICA 97, OPRISAVCI",321,140,17,56,25,"2 OPRISAVCI, OPRISAVCI"
3113,OPRISAVCI,1,OPRISAVCI,DRUŠTVENI DOM U OPRISAVCIMA MERGED HETERO,"OPRISAVCI, TRG SVETOG KRIŽA 1, OPRISAVCI",391,163,4,81,33,OPRISAVCI MERGED HETERO
3114,OPUZEN,1,OPUZEN,OSNOVNA ŠKOLA,"S.S. KRANJČEVIĆA 11, OPUZEN",855,515,118,225,70,"1 OPUZEN, OPUZEN"
3115,OPUZEN,2,OPUZEN,OSNOVNA ŠKOLA,"S.S. KRANJČEVIĆA 11, OPUZEN",783,470,59,229,75,"2 OPUZEN, OPUZEN"
3116,OPUZEN,3,OPUZEN,OSNOVNA ŠKOLA,"S.S. KRANJČEVIĆA 11, OPUZEN",523,286,35,145,41,"3 OPUZEN, OPUZEN"
3117,OPUZEN,4,OPUZEN VLAKA,OSNOVNA ŠKOLA OPUZEN MERGED HETERO,"S.S.KRANJČEVIĆA 11, OPUZEN",429,204,23,104,19,OPUZEN VLAKA MERGED HETERO
3118,ČAZMA,17,OPĆEVAC,DOM OPĆEVAC,"OPĆEVAC 40, ČAZMA",246,98,8,26,34,"17 OPĆEVAC, ČAZMA"
3119,VRGORAC,4,ORAH,OSNOVNA ŠKOLA,"ORAH, VRGORAC",230,116,10,44,17,"4 ORAH, VRGORAC"
3120,ORAHOVICA,2,ORAHOVICA,VELIKA GRADSKA VIJEĆNICA,"BANA JOSIPA JELAČIĆA 19, ORAHOVICA",783,423,22,128,166,"2 ORAHOVICA, ORAHOVICA"
3121,ORAHOVICA,3,ORAHOVICA,DOM UDRUŽENJA OBRTNIKA,"K.ZVONIMIRA 45, ORAHOVICA",565,286,12,94,128,"3 ORAHOVICA, ORAHOVICA"
3122,ORAHOVICA,4,ORAHOVICA,DOM UMIROVLJENIKA,"TRG BANA I. MAŽURANIĆA 7, ORAHOVICA",405,238,7,89,94,"4 ORAHOVICA, ORAHOVICA"
3123,ORAHOVICA,5,ORAHOVICA,ZGRADA ŠUMARIJE,"ZELENA 3, ORAHOVICA",973,515,21,177,164,"5 ORAHOVICA, ORAHOVICA"
3124,ORAHOVICA,6,ORAHOVICA,DRUŠTVENI DOM U DOLJANIMA,"TRG DAMIRA HORNUNGA 2, ORAHOVICA",520,265,5,94,78,"6 ORAHOVICA, ORAHOVICA"
3125,OREBIĆ,7,OREBIĆ,DJEČJI VRTIĆ OREBIĆ,"BANA J. JELAČIĆA 8, OREBIĆ",968,438,56,207,79,"7 OREBIĆ, OREBIĆ"
3126,OREBIĆ,8,OREBIĆ,ZGRADA OPĆINE,"OBALA POMORACA 24, OREBIĆ",1248,570,63,236,119,"8 OREBIĆ, OREBIĆ"
3127,NOVI MAROF,12,OREHOVEC,DRUŠTVENI DOM OREHOVEC,"OREHOVEC 23 C, NOVI MAROF",233,117,7,60,16,"12 OREHOVEC, NOVI MAROF"
3128,RADOBOJ,6,OREHOVEC RADOBOJSKI,DRUŠTVENI DOM OREHOVEC RADOBOJSKI MERGED HETERO,"OREHOVEC RADOBOJSKI 8, RADOBOJ",224,122,3,23,23,OREHOVEC RADOBOJSKI MERGED HETERO
3129,OREHOVICA,2,OREHOVICA,DVORANA KOD BIVŠE ZGRADE OSNOVNE ŠKOLE OREHOVICA,"ULICA ZRINSKIH 40, OREHOVICA",516,164,2,49,62,"2 OREHOVICA, OREHOVICA"
3130,BEDEKOVČINA,10,OREHOVICA,PODRUČNA ŠKOLA OREHOVICA,"OREHOVICA 24, BEDEKOVČINA",313,111,0,49,38,"10 OREHOVICA, BEDEKOVČINA"
3131,RIJEKA,48,OREHOVICA,PROSTORIJE MJESNOG ODBORA,"KALINA 2, RIJEKA",466,184,11,58,69,"48 OREHOVICA, RIJEKA"
3132,OREHOVICA,1,OREHOVICA,OPĆINA OREHOVICA PROSTOR BIVŠE VJENČAONE MERGED HETERO,"ČAKOVEČKA ULICA 9, OREHOVICA",519,120,1,48,53,OREHOVICA MERGED HETERO
3133,SUHOPOLJE,8,OREŠAC,DRUŠTVENI DOM MJESNOG ODBORA,"OREŠAC 87, SUHOPOLJE",302,144,1,92,24,"8 OREŠAC, SUHOPOLJE"
3134,SVETA NEDELJA,12,OREŠJE,DRUŠTVENI DOM  OREŠJE,"OREŠJE, TRG LIPA 1, SVETA NEDELJA",930,489,28,137,72,"12 OREŠJE, SVETA NEDELJA"
3135,HUM NA SUTLI,3,OREŠJE HUMSKO,SPOMEN DOM,"OREŠJE HUMSKO, HUM NA SUTLI",313,116,4,31,60,"3 OREŠJE HUMSKO, HUM NA SUTLI"
3136,DUGI RAT,5,ORIJ I MALI RAT,OSNOVNA ŠKOLA JESENICE U ORIJU,"ĐAČKI PUT 10, DUGI RAT",757,348,80,146,23,"5 ORIJ I MALI RAT, DUGI RAT"
3137,ORIOVAC,2,ORIOVAC,PROSTORIJE KUDA L I ORIOVČANIN ORIOVAC,"ORIOVAC, FRANKOPANSKA 20, ORIOVAC",970,405,73,157,85,"2 ORIOVAC, ORIOVAC"
3138,ORIOVAC,9,ORIOVAC,ZGRADA OPĆINE ORIOVAC PROSTORIJA U PRIZEMLJU MERGED HETERO,"ORIOVAC, TRG HRVATSKOG PREPORODA 1, ORIOVAC",550,229,44,103,42,ORIOVAC MERGED HETERO
3139,PODCRKAVLJE,5,ORIOVČIĆ,DRUŠTVENI DOM U ORIOVČIĆU,"ORIOVČIĆ, PODCRKAVLJE",71,29,2,13,7,"5 ORIOVČIĆ, PODCRKAVLJE"
3140,CRES,6,ORLEC,ORLEC,"ORLEC 3, CRES",101,67,6,21,11,"6 ORLEC, CRES"
3141,POŽEGA,14,ORLJAVA I POSLOVNI PROSTOR AC BOŠKOVIĆ,POŽEGA,"OSJEČKA 62, POŽEGA",226,109,7,45,35,"14 ORLJAVA I POSLOVNI PROSTOR AC BOŠKOVIĆ, POŽEGA"
3142,POŽEGA,15,ORLJAVA II GRADSKA KUGLANA,POŽEGA,"OSJEČKA 7, POŽEGA",412,203,20,85,36,"15 ORLJAVA II GRADSKA KUGLANA, POŽEGA"
3143,POŽEGA,16,ORLJAVA III DJEČJI VRTIĆI CVJETNA LIVADA,POŽEGA,"KRALJA KREŠIMIRA 32A, POŽEGA",1205,623,67,210,194,"16 ORLJAVA III DJEČJI VRTIĆI CVJETNA LIVADA, POŽEGA"
3144,POŽEGA,17,ORLJAVA IV HRVATSKE ŠUME,POŽEGA,"MILKE TRNINE 2, POŽEGA",1425,680,60,281,164,"17 ORLJAVA IV HRVATSKE ŠUME, POŽEGA"
3145,NOVA RAČA,8,ORLOVAC,MJESNI DOM,"ORLOVAC 65A, NOVA RAČA",119,38,4,17,5,"8 ORLOVAC, NOVA RAČA"
3146,GRUBIŠNO POLJE,12,ORLOVAC ZDENAČKI,MJESNI DOM U ORLOVCU ZDENAČKOM,"ORLOVAC ZDENAČKI 70A, GRUBIŠNO POLJE",209,94,3,38,27,"12 ORLOVAC ZDENAČKI, GRUBIŠNO POLJE"
3147,STARI JANKOVCI,4,OROLIK,ZGRADA MJESNOG ODBORA,"I.G.KOVAČIĆA 1, STARI JANKOVCI",352,89,1,43,17,"4 OROLIK, STARI JANKOVCI"
3148,OROSLAVJE,1,OROSLAVJE,UDRUŽENJE UMIROVLJENIKA,"ORO TRG 2, OROSLAVJE",939,456,12,114,164,"1 OROSLAVJE, OROSLAVJE"
3149,OROSLAVJE,2,OROSLAVJE,SREDNJA ŠKOLA OROSLAVJE MERGED HETERO,"GAJEVA 1, OROSLAVJE",900,466,11,133,187,OROSLAVJE MERGED HETERO
3150,SEVERIN,3,OROVAC,VATROGASNI DOM U OROVCU,"OROVAC 49, SEVERIN",263,91,0,34,28,"3 OROVAC, SEVERIN"
3151,DAVOR,3,ORUBICA,OSNOVNA ŠKOLA U ORUBICI,"ORUBICA, DAVOR",488,258,18,145,53,"3 ORUBICA, DAVOR"
3152,POPOVAČA,7,OSEKOVO,DOM OSEKOVO,"OSEKOVO, POPOVAČA",707,332,11,152,74,"7 OSEKOVO, POPOVAČA"
3153,OSIJEK,53,OSIJEK,DJEČJI VRTIĆ JABUKA,"VIJENAC IVANA ČESMIČKOG 7A, OSIJEK",432,188,9,69,48,"53 OSIJEK, OSIJEK"
3154,OSIJEK,70,OSIJEK,DJEČJI VRTIĆ MASLAČAK,"VELALUŠKA BB, OSIJEK",969,491,32,185,107,"70 OSIJEK, OSIJEK"
3155,OSIJEK,71,OSIJEK,DJEČJI VRTIĆ NEVIČICA,"OPATIJSKA BB, OSIJEK",649,277,6,117,67,"71 OSIJEK, OSIJEK"
3156,OSIJEKOSIJEK,75,OSIJEK,DJEČJI VRTIĆ PČELICA,"GACKA 1A, OSIJEKGACKA 1A, OSIJEK",1612,774,58,347,150,"36 OSIJEK, OSIJEK39 OSIJEK, OSIJEK"
3157,OSIJEK,49,OSIJEK,DJEČJI VRTIĆ STRIBOR,"VIJENAC IVANA MEŠTROVIĆA 7A, OSIJEK",715,363,26,111,104,"49 OSIJEK, OSIJEK"
3158,OSIJEK,4,OSIJEK,DJEČJI VRTIĆ SUNČICA,"KOLODVORSKA 61A, OSIJEK",1047,541,47,236,100,"4 OSIJEK, OSIJEK"
3159,OSIJEKOSIJEKOSIJEK,219,OSIJEK,DOM SINDIKATA TVORNICE ŠEĆERA,"FRANKOPANSKA 99, OSIJEKFRANKOPANSKA 99, OSIJEKFRANKOPANSKA 99, OSIJEK",2254,1073,55,448,185,"72 OSIJEK, OSIJEK73 OSIJEK, OSIJEK74 OSIJEK, OSIJEK"
3160,OSIJEKOSIJEK,3,OSIJEK,DVD RETFALA,"ULICA ŠÁNDORA PETÖFIA 1, OSIJEKULICA ŠÁNDORA PETÖFIA 1, OSIJEK",1847,807,63,301,189,"1 OSIJEK, OSIJEK2 OSIJEK, OSIJEK"
3161,OSIJEK,43,OSIJEK,ELEKTROTEHNIČKA I PROMETNA ŠKOLA OSIJEK,"ISTARSKA 3, OSIJEK",697,355,23,104,112,"43 OSIJEK, OSIJEK"
3162,OSIJEKOSIJEKOSIJEKOSIJEKOSIJEK,426,OSIJEK,GRADSKA ČETVRT DONJI GRAD,"TRG BANA JOSIPA JELAČIĆA 25, OSIJEKKRSTOVA ULICA 97B, OSIJEKKRSTOVA ULICA 97B, OSIJEKZELENO POLJE 5, OSIJEKZELENO POLJE 5, OSIJEK",3846,1779,123,658,401,"80 OSIJEK, OSIJEK84 OSIJEK, OSIJEK85 OSIJEK, OSIJEK88 OSIJEK, OSIJEK89 OSIJEK, OSIJEK"
3163,OSIJEKOSIJEKOSIJEKOSIJEKOSIJEKOSIJEKOSIJEKOSIJEKOSIJEK,190,OSIJEK,GRADSKA ČETVRT GORNJI GRAD,"JOSIPA JURJA STROSSMAYERA 68, OSIJEKULICA ANDRIJE HEBRANGA 32, OSIJEKULICA ANDRIJE HEBRANGA 32, OSIJEKULICA ANDRIJE HEBRANGA 32, OSIJEKULICA ANDRIJE HEBRANGA 32, OSIJEKULICA ADOLFA WALDINGERA 11, OSIJEKULICA ADOLFA WALDINGERA 11, OSIJEKTRG LAVA MIRSKOG 1, OSIJEKTRG LAVA MIRSKOG 1, OSIJEK",6641,3204,190,1124,876,"16 OSIJEK, OSIJEK17 OSIJEK, OSIJEK18 OSIJEK, OSIJEK19 OSIJEK, OSIJEK20 OSIJEK, OSIJEK23 OSIJEK, OSIJEK24 OSIJEK, OSIJEK26 OSIJEK, OSIJEK27 OSIJEK, OSIJEK"
3164,OSIJEK,34,OSIJEK,GRADSKA ČETVRT INDUSTRIJSKA ČETVRT,"VIJENAC KRALJEVE SUTJESKE 2, OSIJEK",685,356,22,132,100,"34 OSIJEK, OSIJEK"
3165,OSIJEKOSIJEKOSIJEKOSIJEK,279,OSIJEK,GRADSKA ČETVRT JUG II,"SRIJEMSKA ULICA 124B, OSIJEKSRIJEMSKA ULICA 124B, OSIJEKSRIJEMSKA ULICA 124B, OSIJEKKAŠTELANSKA 42B, OSIJEK",2754,1314,61,541,255,"67 OSIJEK, OSIJEK68 OSIJEK, OSIJEK69 OSIJEK, OSIJEK75 OSIJEK, OSIJEK"
3166,OSIJEKOSIJEKOSIJEKOSIJEKOSIJEKOSIJEKOSIJEKOSIJEKOSIJEK,540,OSIJEK,GRADSKA ČETVRT NOVI GRAD,"SJENJAK 133, OSIJEKSJENJAK 133, OSIJEKSJENJAK 133, OSIJEKUICA KRALJA PETRA SVAČIĆA 36, OSIJEKULICA KRALJA PETRA SVAČIĆA 36, OSIJEKULICA KRALJA PETRA SVAČIĆA 36, OSIJEKULICA KRALJA PETRA SVAČIĆA 36, OSIJEKULICA KRALJA PETRA SVAČIĆA 36, OSIJEKULICA KRALJA PETRA SVAČIĆA 36, OSIJEK",6649,3356,233,1234,815,"56 OSIJEK, OSIJEK57 OSIJEK, OSIJEK58 OSIJEK, OSIJEK59 OSIJEK, OSIJEK60 OSIJEK, OSIJEK61 OSIJEK, OSIJEK62 OSIJEK, OSIJEK63 OSIJEK, OSIJEK64 OSIJEK, OSIJEK"
3167,OSIJEKOSIJEKOSIJEKOSIJEK,46,OSIJEK,GRADSKA ČETVRT RETFALA,"ULICA LJUDEVITA POSAVSKOG 14A, OSIJEKŠOKAČKA ULICA 1, OSIJEKJOSIPA JURJA STROSSMAYERA 200, OSIJEKJOSIPA JURJA STROSSMAYERA 200, OSIJEK",2792,1324,99,544,318,"10 OSIJEK, OSIJEK11 OSIJEK, OSIJEK12 OSIJEK, OSIJEK13 OSIJEK, OSIJEK"
3168,OSIJEKOSIJEKOSIJEKOSIJEK,174,OSIJEK,GRADSKA ČETVRT TVRĐA,"TRG FRANJE BARUNA TRENKA 3, OSIJEKTRG FRANJE BARUNA TRENKA 3, OSIJEKVIJENAC IVANA MEŠTROVIĆA 26F, OSIJEKVIJENAC IVANA MEŠTROVIĆA 26F, OSIJEK",2993,1503,56,483,461,"41 OSIJEK, OSIJEK42 OSIJEK, OSIJEK45 OSIJEK, OSIJEK46 OSIJEK, OSIJEK"
3169,OSIJEK,3,OSIJEK,MAĐARSKO KULTURNO DRUŠTVO NEPKÖR,"ULICA ŠÁNDORA PETÖFIA 76, OSIJEK",706,349,23,117,96,"3 OSIJEK, OSIJEK"
3170,OSIJEK,79,OSIJEK,OBRTNIČKA ŠKOLA OSIJEK,"TRG BANA JOSIPA JELAČIĆA 24, OSIJEK",881,438,18,150,118,"79 OSIJEK, OSIJEK"
3171,OSIJEK,29,OSIJEK,OSNOVNA ŠKOLA ANTUNA MIHANOVIĆA,"IVANA GUNDULIĆA 5, OSIJEK",779,358,20,127,105,"29 OSIJEK, OSIJEK"
3172,OSIJEKOSIJEK,65,OSIJEK,OSNOVNA ŠKOLA DOBRIŠA CESARIĆ,"NERETVANSKA 10, OSIJEKNERETVANSKA 10, OSIJEK",1122,512,25,186,122,"32 OSIJEK, OSIJEK33 OSIJEK, OSIJEK"
3173,OSIJEKOSIJEK,103,OSIJEK,OSNOVNA ŠKOLA FRANA KRSTE FRANKOPANA,"FRANKOPANSKA 64, OSIJEKMARTINA DIVALTA 53, OSIJEK",1598,716,53,239,184,"51 OSIJEK, OSIJEK52 OSIJEK, OSIJEK"
3174,OSIJEK,28,OSIJEK,OSNOVNA ŠKOLA FRANJE KREŽME,"ŠKOLSKA 3, OSIJEK",417,206,12,69,58,"28 OSIJEK, OSIJEK"
3175,OSIJEKOSIJEK,131,OSIJEK,OSNOVNA ŠKOLA GRIGOR VITEZ,"KORČULANSKA 1, OSIJEKKORČULANSKA 1, OSIJEK",1675,785,58,301,167,"65 OSIJEK, OSIJEK66 OSIJEK, OSIJEK"
3176,OSIJEKOSIJEKOSIJEK,24,OSIJEK,OSNOVNA ŠKOLA IVANA FILIPOVIĆA,"KALNIČKA 48, OSIJEKKALNIČKA 48, OSIJEKKALNIČKA 48, OSIJEK",2790,1195,80,492,270,"7 OSIJEK, OSIJEK8 OSIJEK, OSIJEK9 OSIJEK, OSIJEK"
3177,OSIJEKOSIJEKOSIJEK,246,OSIJEK,OSNOVNA ŠKOLA JAGODE TRUHELKE,"CRKVENA ULICA 23, OSIJEKCRKVENA ULICA 23, OSIJEKCRKVENA ULICA 23, OSIJEK",2524,1213,87,466,264,"81 OSIJEK, OSIJEK82 OSIJEK, OSIJEK83 OSIJEK, OSIJEK"
3178,OSIJEKOSIJEK,173,OSIJEK,OSNOVNA ŠKOLA LJUDEVITA GAJA,"KRSTOVA ULICA 99, OSIJEKKRSTOVA ULICA 99, OSIJEK",1328,595,27,271,83,"86 OSIJEK, OSIJEK87 OSIJEK, OSIJEK"
3179,OSIJEKOSIJEK,109,OSIJEK,OSNOVNA ŠKOLA MLADOST,"SJENJAK 7, OSIJEKSJENJAK 7, OSIJEK",2023,1102,79,330,298,"54 OSIJEK, OSIJEK55 OSIJEK, OSIJEK"
3180,OSIJEKOSIJEK,11,OSIJEK,OSNOVNA ŠKOLA RETFALA,"KAPELSKA ULICA 51A, OSIJEKKAPELSKA ULICA 51A, OSIJEK",1993,997,63,450,223,"5 OSIJEK, OSIJEK6 OSIJEK, OSIJEK"
